    1       -0.0263      -0.9720       2.3548
    2        0.0440      -0.6015       2.3515
    3        0.2551      -0.9321       2.3559
    4        0.1965      -0.4002       2.3528
    5        0.2940      -0.4931       2.3491
    6        0.3190      -0.4141       2.3497
    7        0.3938      -0.1342       2.3490
    8        1.1795      -0.1692       2.3464
    9        0.4193       0.0181       2.3496
   10        1.2283       0.0687       2.3326
   11        0.5396       0.2331       2.3449
   12        0.5358       0.4406       2.3453
   13       -0.3134       0.9408       2.3476
   14       -0.5921       0.9832       2.3447
   15       -0.2941      -1.2761       2.3559
   16        1.0135      -4.2346       0.7865
   17        3.4376      -3.3323       0.3556
   18        3.8297      -1.1398       0.3104
   19        4.1147       0.4427       0.0862
   20        4.2098       0.9993      -0.5674
   21        4.2544       1.2273      -0.5636
   22        2.3092       3.6594       0.2425
   23       -3.6879       2.2714      -0.3911
   24        0.7001      -0.9837      -1.6490
   25        1.5527      -2.1158      -1.6502
   26        0.8384      -0.9413      -1.6492
   27        0.8188      -0.3157      -1.6507
   28        1.7254      -0.5554      -1.6533
   29        1.6489       0.0411      -1.6572
   30        1.8459       0.3831      -1.6580
   31        2.2536       1.1445      -1.6647
   32        0.8343       0.5714      -1.6555
   33        0.6706       0.4672      -1.6560
   34        0.8555       0.6784      -1.6559
   35       -0.2412       0.8533      -1.6513
   36       -0.4787       1.5828      -1.6532
   37       -1.1085       1.2232      -1.6510
   38       -1.1489       1.1150      -1.6529
   39       -0.8735       0.7266      -1.6508
   40       -2.2958       1.6301      -1.6486
   41       -0.6723      -0.4188      -1.6654
   42       -1.1223      -0.7491      -1.6430
   43       -1.5281      -1.1073      -1.6398
