    1        1.5640       0.3243       2.2041
    2        1.4822       0.4731       2.2047
    3        1.3561       0.5853       2.2074
    4        1.1966       0.6461       2.2060
    5        1.0265       0.6488       2.2054
    6        0.8653       0.5933       2.2033
    7        0.7334       0.4866       2.2036
    8        0.6466       0.3413       2.2063
    9        0.6141       0.1740       2.2081
   10        0.6401       0.0056       2.2062
   11        0.7220      -0.1431       2.2060
   12        0.8500      -0.2548       2.2064
   13        1.0071      -0.3154       2.2030
   14        1.1778      -0.3184       2.2051
   15        1.3392      -0.2632       2.2060
   16        1.4710      -0.1564       2.2060
   17        1.5567      -0.0105       2.2028
   18        1.5916       0.1562       2.2061
   19        4.8912       1.4692       0.2617
   20        4.1396       3.6533       0.3158
   21        1.9895       4.7026       0.3111
   22       -0.1950       3.9537       0.2522
   23       -2.3793       3.2013       0.3005
   24       -3.4313       1.0521       0.2964
   25       -2.6786      -1.1321       0.2420
   26       -1.9291      -3.3182       0.2957
   27        0.2204      -4.3697       0.3004
   28        2.4057      -3.6170       0.2519
   29        4.5902      -2.8660       0.3110
   30        5.6405      -0.7167       0.3153
   31        4.6634       2.1370      -0.4443
   32        2.4569       4.8670      -0.5192
   33       -0.8614       3.7246      -0.4555
   34       -3.5909       1.5193      -0.5351
   35       -2.4504      -1.8008      -0.4635
   36       -0.2424      -4.5279      -0.5329
   37        3.0728      -3.3848      -0.4522
   38        5.8038      -1.1815      -0.5164
   39        1.6518       0.4702      -1.7973
   40        1.5176       0.6377      -1.7992
   41        1.3338       0.7491      -1.8006
   42        1.1217       0.7898      -1.7998
   43        0.9093       0.7559      -1.8001
   44        0.7207       0.6516      -1.7999
   45        0.5781       0.4881      -1.7955
   46        0.5025       0.2885      -1.8016
   47        0.4989       0.0735      -1.8024
   48        0.5666      -0.1294      -1.7956
   49        0.7040      -0.2971      -1.8019
   50        0.8876      -0.4076      -1.8001
   51        1.0986      -0.4488      -1.7992
   52        1.3118      -0.4153      -1.7998
   53        1.4981      -0.3108      -1.7972
   54        1.6393      -0.1487      -1.7969
   55        1.7175       0.0518      -1.7975
   56        1.7215       0.2667      -1.7980
