    1        0.4718      -1.2293       2.4693
    2        0.4524      -1.0625       2.4740
    3        0.3755      -0.9099       2.4720
    4        0.2514      -0.7927       2.4695
    5        0.0952      -0.7264       2.4730
    6       -0.0746      -0.7164       2.4735
    7       -0.2367      -0.7626       2.4668
    8       -0.3737      -0.8670       2.4752
    9       -0.4665      -1.0091       2.4748
   10       -0.5058      -1.1748       2.4757
   11       -0.4854      -1.3427       2.4728
   12       -0.4086      -1.4944       2.4734
   13       -0.2847      -1.6105       2.4717
   14       -0.1283      -1.6793       2.4738
   15        0.0414      -1.6889       2.4739
   16        0.2039      -1.6387       2.4712
   17        0.3402      -1.5379       2.4714
   18        0.4333      -1.3956       2.4715
   19        3.9801      -1.4279       0.5154
   20        4.1112       0.8795       0.5686
   21        2.5169       2.6649       0.5703
   22        0.2087       2.7952       0.5196
   23       -2.1002       2.9264       0.5766
   24       -3.8834       1.3320       0.5779
   25       -4.0141      -0.9750       0.5249
   26       -4.1459      -3.2846       0.5788
   27       -2.5498      -5.0668       0.5774
   28       -0.2428      -5.1976       0.5212
   29        2.0647      -5.3264       0.5714
   30        3.8497      -3.7358       0.5689
   31        4.0178      -0.7224      -0.1915
   32        3.0048       2.6352      -0.2625
   33       -0.4974       2.8353      -0.1864
   34       -3.8540       1.8211      -0.2532
   35       -4.0518      -1.6801      -0.1811
   36       -3.0403      -5.0383      -0.2536
   37        0.4602      -5.2360      -0.1869
   38        3.8201      -4.2254      -0.2624
   39        0.5962      -1.1307      -1.5349
   40        0.5340      -0.9241      -1.5336
   41        0.4050      -0.7518      -1.5346
   42        0.2247      -0.6332      -1.5322
   43        0.0153      -0.5839      -1.5319
   44       -0.1984      -0.6096      -1.5326
   45       -0.3913      -0.7080      -1.5356
   46       -0.5367      -0.8617      -1.5289
   47       -0.6218      -1.0590      -1.5292
   48       -0.6352      -1.2770      -1.5329
   49       -0.5731      -1.4830      -1.5328
   50       -0.4440      -1.6546      -1.5322
   51       -0.2639      -1.7711      -1.5314
   52       -0.0541      -1.8192      -1.5306
   53        0.1596      -1.7966      -1.5331
   54        0.3513      -1.6978      -1.5318
   55        0.4984      -1.5407      -1.5317
   56        0.5840      -1.3456      -1.5341
